   0          1	 234.000000
   1          2	  93.000000
   2          3	  93.000000
   3          4	  93.000000
   4          5	  93.000000
   5          6	  93.000000
   6          7	  93.000000
   7          8	  93.000000
   8          9	 235.000000
   9         10	  93.000000
  10         11	  93.000000
  11         12	  93.000000
  12         13	  93.000000
  13         14	  93.000000
  14         15	  93.000000
  15         16	  93.000000
  16         17	 235.000000
  17         18	  93.000000
  18         19	  93.000000
  19         20	  93.000000
  20         21	  93.000000
  21         22	  93.000000
  22         23	  93.000000
  23         24	  93.000000
  24         25	 234.000000
  25         26	  93.000000
  26         27	  93.000000
  27         28	  93.000000
  28         29	  93.000000
  29         30	  93.000000
  30         31	  93.000000
  31         32	  93.000000
  32         33	  93.000000
  33         34	  93.000000
  34         35	  93.000000
  35         36	  93.000000
  36         37	  93.000000
  37         38	  93.000000
  38         39	  93.000000
  39         40	  93.000000
  40         41	  93.000000
  41         42	  93.000000
  42         43	  93.000000
  43         44	  93.000000
  44         45	  93.000000
  45         46	  93.000000
  46         47	  93.000000
  47         48	  93.000000
  48         49	  93.000000
  49         50	  93.000000
  50         51	  93.000000
  51         52	  93.000000
  52         53	  93.000000
  53         54	  93.000000
  54         55	  93.000000
  55         56	  93.000000
  56         57	  93.000000
  57         58	  93.000000
  58         59	  93.000000
  59         60	  93.000000
  60         61	  93.000000
  61         62	  93.000000
  62         63	  93.000000
  63         64	  93.000000
  64         65	  93.000000
  65         66	  93.000000
  66         67	  93.000000
  67         68	  93.000000
  68         69	  93.000000
  69         70	  93.000000
  70         71	  93.000000
  71         72	  93.000000
  72         73	  93.000000
  73         74	  93.000000
  74         75	  93.000000
  75         76	  93.000000
  76         77	  93.000000
  77         78	  93.000000
  78         79	  93.000000
  79         80	  93.000000
  80         81	  93.000000
  81         82	  93.000000
  82         83	  93.000000
  83         84	  93.000000
  84         85	  93.000000
  85         86	  93.000000
  86         87	  93.000000
  87         88	  93.000000
  88         89	  93.000000
  89         90	  93.000000
  90         91	  93.000000
  91         92	  93.000000
  92         93	  93.000000
  93         94	  93.000000
  94         95	  93.000000
  95         96	  93.000000
  96         97	  93.000000
  97         98	  93.000000
  98         99	  93.000000
  99        100	  93.000000
 100        101	  93.000000
 101        102	  93.000000
 102        103	  93.000000
 103        104	  93.000000
 104        105	  93.000000
 105        106	  93.000000
 106        107	  93.000000
 107        108	  93.000000
 108        109	  93.000000
 109        110	  93.000000
 110        111	  93.000000
 111        112	  93.000000
 112        113	  93.000000
 113        114	  93.000000
 114        115	  93.000000
 115        116	  93.000000
 116        117	  93.000000
 117        118	  93.000000
 118        119	  93.000000
 119        120	  93.000000
 120        121	  93.000000
 121        122	  93.000000
 122        123	  93.000000
 123        124	  93.000000
 124        125	  93.000000
 125        126	  93.000000
 126        127	  93.000000
 127        128	  99.000000
